Comunidades autónomas;Grupo penal;periodo;Total
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2020;115
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2019;142
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2018;128
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2017;117
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2016;170
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2015;152
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2014;92
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2013;61
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2012;49
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2011;51
EN EL EXTRANJERO;CONTRA EL HONOR;2024;2
EN EL EXTRANJERO;CONTRA EL HONOR;2023;3
EN EL EXTRANJERO;CONTRA EL HONOR;2022;1
EN EL EXTRANJERO;CONTRA EL HONOR;2021;4
EN EL EXTRANJERO;CONTRA EL HONOR;2020;4
EN EL EXTRANJERO;CONTRA EL HONOR;2019;6
EN EL EXTRANJERO;CONTRA EL HONOR;2018;8
EN EL EXTRANJERO;CONTRA EL HONOR;2017;3
EN EL EXTRANJERO;CONTRA EL HONOR;2016;6
EN EL EXTRANJERO;CONTRA EL HONOR;2015;8
EN EL EXTRANJERO;CONTRA EL HONOR;2014;12
EN EL EXTRANJERO;CONTRA EL HONOR;2013;9
EN EL EXTRANJERO;CONTRA EL HONOR;2012;5
EN EL EXTRANJERO;CONTRA EL HONOR;2011;6
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;1
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;3
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;2
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;2
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;2
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;4
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;3
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;2
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;1
EN EL EXTRANJERO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;3
EN EL EXTRANJERO;DELITOS SEXUALES;2024;11
EN EL EXTRANJERO;DELITOS SEXUALES;2023;12
EN EL EXTRANJERO;DELITOS SEXUALES;2022;7
EN EL EXTRANJERO;DELITOS SEXUALES;2021;11
EN EL EXTRANJERO;DELITOS SEXUALES;2020;12
EN EL EXTRANJERO;DELITOS SEXUALES;2019;17
EN EL EXTRANJERO;DELITOS SEXUALES;2018;13
EN EL EXTRANJERO;DELITOS SEXUALES;2017;17
EN EL EXTRANJERO;DELITOS SEXUALES;2016;7
EN EL EXTRANJERO;DELITOS SEXUALES;2015;6
EN EL EXTRANJERO;DELITOS SEXUALES;2014;17
EN EL EXTRANJERO;DELITOS SEXUALES;2013;6
EN EL EXTRANJERO;DELITOS SEXUALES;2012;6
EN EL EXTRANJERO;DELITOS SEXUALES;2011;13
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2024;33
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2023;52
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2022;46
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2021;44
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2020;56
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2019;36
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2018;25
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2017;22
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2016;27
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2015;21
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2014;29
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2013;16
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2012;21
EN EL EXTRANJERO;FALSIFICACIÓN INFORMÁTICA;2011;13
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2024;3.300
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2023;4.393
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2022;5.451
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2021;4.011
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2020;5.469
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2019;5.812
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2018;3.822
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2017;6.102
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2016;4.064
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2015;4.316
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2014;4.625
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2013;3.922
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2012;3.963
EN EL EXTRANJERO;FRAUDE INFORMÁTICO;2011;3.502
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;15
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;12
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;19
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;23
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;22
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;27
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;28
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;34
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;27
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;21
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;25
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;17
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;8
EN EL EXTRANJERO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;7
EN EL EXTRANJERO;TOTAL grupo penal;2024;3.495
EN EL EXTRANJERO;TOTAL grupo penal;2023;4.704
EN EL EXTRANJERO;TOTAL grupo penal;2022;5.643
EN EL EXTRANJERO;TOTAL grupo penal;2021;4.255
EN EL EXTRANJERO;TOTAL grupo penal;2020;5.726
EN EL EXTRANJERO;TOTAL grupo penal;2019;6.105
EN EL EXTRANJERO;TOTAL grupo penal;2018;4.077
EN EL EXTRANJERO;TOTAL grupo penal;2017;6.356
EN EL EXTRANJERO;TOTAL grupo penal;2016;4.381
EN EL EXTRANJERO;TOTAL grupo penal;2015;4.618
EN EL EXTRANJERO;TOTAL grupo penal;2014;4.882
EN EL EXTRANJERO;TOTAL grupo penal;2013;4.100
EN EL EXTRANJERO;TOTAL grupo penal;2012;4.086
EN EL EXTRANJERO;TOTAL grupo penal;2011;3.623
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;0
DESCONOCIDA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2024;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2023;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2022;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2021;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2020;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2019;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2018;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2017;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2016;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2015;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2014;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2013;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2012;0
DESCONOCIDA;AMENAZAS Y COACCIONES;2011;1
DESCONOCIDA;CONTRA EL HONOR;2024;0
DESCONOCIDA;CONTRA EL HONOR;2023;0
DESCONOCIDA;CONTRA EL HONOR;2022;0
DESCONOCIDA;CONTRA EL HONOR;2021;0
DESCONOCIDA;CONTRA EL HONOR;2020;0
DESCONOCIDA;CONTRA EL HONOR;2019;0
DESCONOCIDA;CONTRA EL HONOR;2018;0
DESCONOCIDA;CONTRA EL HONOR;2017;0
DESCONOCIDA;CONTRA EL HONOR;2016;0
DESCONOCIDA;CONTRA EL HONOR;2015;0
DESCONOCIDA;CONTRA EL HONOR;2014;0
DESCONOCIDA;CONTRA EL HONOR;2013;0
DESCONOCIDA;CONTRA EL HONOR;2012;0
DESCONOCIDA;CONTRA EL HONOR;2011;2
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;0
DESCONOCIDA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;0
DESCONOCIDA;DELITOS SEXUALES;2024;0
DESCONOCIDA;DELITOS SEXUALES;2023;0
DESCONOCIDA;DELITOS SEXUALES;2022;0
DESCONOCIDA;DELITOS SEXUALES;2021;0
DESCONOCIDA;DELITOS SEXUALES;2020;0
DESCONOCIDA;DELITOS SEXUALES;2019;0
DESCONOCIDA;DELITOS SEXUALES;2018;0
DESCONOCIDA;DELITOS SEXUALES;2017;0
DESCONOCIDA;DELITOS SEXUALES;2016;0
DESCONOCIDA;DELITOS SEXUALES;2015;0
DESCONOCIDA;DELITOS SEXUALES;2014;0
DESCONOCIDA;DELITOS SEXUALES;2013;0
DESCONOCIDA;DELITOS SEXUALES;2012;0
DESCONOCIDA;DELITOS SEXUALES;2011;1
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2024;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2023;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2022;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2021;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2020;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2019;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2018;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2017;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2016;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2015;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2014;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2013;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2012;0
DESCONOCIDA;FALSIFICACIÓN INFORMÁTICA;2011;1
DESCONOCIDA;FRAUDE INFORMÁTICO;2024;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2023;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2022;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2021;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2020;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2019;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2018;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2017;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2016;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2015;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2014;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2013;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2012;0
DESCONOCIDA;FRAUDE INFORMÁTICO;2011;13
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;0
DESCONOCIDA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;1
DESCONOCIDA;TOTAL grupo penal;2024;0
DESCONOCIDA;TOTAL grupo penal;2023;0
DESCONOCIDA;TOTAL grupo penal;2022;0
DESCONOCIDA;TOTAL grupo penal;2021;0
DESCONOCIDA;TOTAL grupo penal;2020;0
DESCONOCIDA;TOTAL grupo penal;2019;0
DESCONOCIDA;TOTAL grupo penal;2018;0
DESCONOCIDA;TOTAL grupo penal;2017;0
DESCONOCIDA;TOTAL grupo penal;2016;0
DESCONOCIDA;TOTAL grupo penal;2015;0
DESCONOCIDA;TOTAL grupo penal;2014;0
DESCONOCIDA;TOTAL grupo penal;2013;0
DESCONOCIDA;TOTAL grupo penal;2012;0
DESCONOCIDA;TOTAL grupo penal;2011;19
